DR_NO,Date_Rptd,DATE_OCC,TIME_OCC,AREA,AREA_NAME,Rpt_Dist_No,Part_1_2,Crm_Cd,Crm_Cd_Desc,Mocodes,Vict_Age,Vict_Sex,Vict_Descent,Premis_Cd,Premis_Desc,Weapon_Used_Cd,Weapon_Desc,Status,Status_Desc,Crm_Cd_1,Crm_Cd_2,Crm_Cd_3,Crm_Cd_4,LOCATION,Cross_Street,LAT,LON
100207043,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,2355,02,Rampart,0218,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0432 2000 1821,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,800    LAVETA                       TR,,34.0713,-118.2575
100207044,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,2120,02,Rampart,0237,1,122,"RAPE, ATTEMPTED",0305 0344 0345 0358 0409 0432 0506 0444 0538 1822,23,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,122,,,,1500    COURT                        ST,,34.0657,-118.2603
100207046,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,2215,02,Rampart,0235,1,210,ROBBERY,0302 0334 0337 0342 0344 0370 0400 0421 0432,48,M,H,101,STREET,112,TOY GUN,IC,Invest Cont,210,,,,CORONADO                     ST,3RD                          ST,34.0657,-118.278
100207047,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1800,02,Rampart,0238,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0369 0421 0906 1300 1318 1310 1816,26,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,ANGELINA,TOLUCA,34.0642,-118.257
100207048,02/26/2010 12:00:00 AM,02/19/2010 12:00:00 AM,1600,02,Rampart,0248,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,73,M,O,104,DRIVEWAY,,,IC,Invest Cont,740,,,,500    COLUMBIA                     AV,,34.0564,-118.2661
100207050,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,0830,02,Rampart,0238,2,624,BATTERY - SIMPLE ASSAULT,0444,37,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,300    DOUGLAS                      ST,,34.0647,-118.2583
100207051,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1905,02,Rampart,0275,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 0444,29,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1000 S  BURLINGTON                   AV,,34.0503,-118.2765
100207052,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1905,02,Rampart,0275,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 0444,29,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1000 S  BURLINGTON                   AV,,34.0503,-118.2765
100207053,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1430,02,Rampart,0266,1,330,BURGLARY FROM VEHICLE,0344 0358 1606,24,M,H,101,STREET,,,IC,Invest Cont,330,,,,700 S  UNION                        AV,,34.0539,-118.2712
100207055,02/26/2010 12:00:00 AM,02/20/2010 12:00:00 AM,0800,02,Rampart,0211,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0361 0416 0553 1251 1402,5,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,235,998,,,500 N  ALEXANDRIA                   AV,,34.079,-118.298
100207063,02/26/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1640,02,Rampart,0211,1,761,BRANDISH WEAPON,0302 0326 0334 0342 1251 1309 1316,18,F,H,101,STREET,103,RIFLE,IC,Invest Cont,761,,,,4000    ROSEWOOD                     AV,,34.0791,-118.2917
100207064,02/26/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1640,02,Rampart,0211,1,761,BRANDISH WEAPON,0302 0326 0334 0342 1251 1309 1316,19,F,H,101,STREET,103,RIFLE,IC,Invest Cont,761,,,,4000    ROSEWOOD                     AV,,34.0791,-118.2917
100207065,02/26/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1640,02,Rampart,0211,1,761,BRANDISH WEAPON,0302 0326 0334 0342 1251 1309 1316,20,F,H,101,STREET,103,RIFLE,IC,Invest Cont,761,,,,4000    ROSEWOOD                     AV,,34.0791,-118.2917
100207070,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1700,02,Rampart,0233,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,200 S  LA FAYETTE PARK              PL,,34.0692,-118.2792
100207072,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,0010,02,Rampart,0215,2,624,BATTERY - SIMPLE ASSAULT,0417 1243 2000,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3100    BELLEVUE                     AV,,34.0781,-118.2784
100207073,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1730,02,Rampart,0256,2,900,VIOLATION OF COURT ORDER,0906 1402,9,M,O,101,STREET,,,IC,Invest Cont,900,998,,,BURLINGTON                   AV,WILSHIRE                     BL,34.0564,-118.2725
100207075,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1200,02,Rampart,0246,2,624,BATTERY - SIMPLE ASSAULT,0416 1243 2000,22,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3RD                          ST,WESTLAKE                     AV,34.0625,-118.2714
100207077,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1030,02,Rampart,0246,2,647,THROWING OBJECT AT MOVING VEHICLE,,31,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,3RD                          ST,BONNIE BRAE,34.0625,-118.2714
100207078,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,0200,02,Rampart,0261,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,33,F,H,108,PARKING LOT,,,AO,Adult Other,330,,,,800 S  CARONDELET                   ST,,34.0568,-118.2821
100207080,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1920,02,Rampart,0269,2,900,VIOLATION OF COURT ORDER,0906 0907 1402,17,F,H,102,SIDEWALK,,,AA,Adult Arrest,900,998,,,COLUMBIA,LYNWOOD,34.0508,-118.2683
100207085,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1720,02,Rampart,0285,2,900,VIOLATION OF COURT ORDER,0906,48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,1600 W  12TH                         ST,,34.0462,-118.276
100207086,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,0930,02,Rampart,0256,1,330,BURGLARY FROM VEHICLE,0377 1307 1609,38,M,J,108,PARKING LOT,,,IC,Invest Cont,330,,,,1600    WILSHIRE                     BL,,34.0554,-118.2702
100207087,02/26/2010 12:00:00 AM,01/15/2010 12:00:00 AM,1130,02,Rampart,0218,2,888,TRESPASSING,1202,69,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,1100    LEMOYNE                      ST,,34.0757,-118.2605
100207088,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1100,02,Rampart,0237,1,310,BURGLARY,0344,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,,,,200    WITMER                       ST,,34.061,-118.2615
100207090,02/26/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1200,02,Rampart,0235,2,354,THEFT OF IDENTITY,0377 1822,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  CORONADO                     ST,,34.0679,-118.2766
100207092,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,1955,02,Rampart,0256,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,25,M,H,402,MARKET,,,IC,Invest Cont,442,,,,1700 W  6TH                          ST,,34.0573,-118.2699
100207093,02/27/2010 12:00:00 AM,02/26/2010 12:00:00 AM,2000,02,Rampart,0266,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 0432,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",217,SWORD,AA,Adult Arrest,230,998,,,700 S  UNION                        AV,,34.0539,-118.2712
100207094,02/27/2010 12:00:00 AM,02/26/2010 12:00:00 AM,2000,02,Rampart,0266,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 0432,57,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",217,SWORD,AA,Adult Arrest,230,998,,,700 S  UNION                        AV,,34.0539,-118.2712
100207095,02/27/2010 12:00:00 AM,02/26/2010 12:00:00 AM,2000,02,Rampart,0266,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 0432 0913 1402 2000,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",217,SWORD,AA,Adult Arrest,230,998,,,700 S  UNION                        AV,,34.0539,-118.2712
100207096,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,2250,02,Rampart,0269,2,900,VIOLATION OF COURT ORDER,0906,18,M,H,101,STREET,,,IC,Invest Cont,900,,,,7TH                          ST,COLUMBIA,34.0527,-118.2685
100207098,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,2330,02,Rampart,0275,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0432 0602 0554 1402,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,998,,,900 S  BONNIE BRAE                  ST,,34.0524,-118.2765
100207099,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,0120,02,Rampart,0235,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0432 0444 1243 1241 2000 2002,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,626,,,,2500    BEVERLY                      BL,,34.0687,-118.2749
100207100,02/26/2010 12:00:00 AM,02/20/2010 12:00:00 AM,0800,02,Rampart,0221,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0432 1258,0,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,237,,,,4100    ROSEWOOD                     AV,,34.0791,-118.2932
100207101,02/26/2010 12:00:00 AM,01/14/2010 12:00:00 AM,1200,02,Rampart,0217,2,946,OTHER MISCELLANEOUS CRIME,2000,33,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,1600    PALO ALTO                    ST,,34.0697,-118.2626
100207104,02/26/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1800,02,Rampart,0237,2,624,BATTERY - SIMPLE ASSAULT,0416 0432 0561 1202 1701,83,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,200    BELMONT                      AV,,34.0646,-118.263
100207109,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,0500,02,Rampart,0271,2,624,BATTERY - SIMPLE ASSAULT,0319 0416 0432 0906 1241 2000 2002,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1000 S  PARK VIEW                    ST,,34.0533,-118.2829
100207114,02/27/2010 12:00:00 AM,02/11/2010 12:00:00 AM,0900,02,Rampart,0203,1,330,BURGLARY FROM VEHICLE,0344 0346 0358 1607,30,F,K,101,STREET,,,IC,Invest Cont,330,,,,4100    MARATHON                     ST,,34.0846,-118.2892
100207115,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1650,02,Rampart,0271,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,8,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,627,,,,1000 S  PARK VIEW                    ST,,34.0533,-118.2829
100207120,02/27/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2030,02,Rampart,0212,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,20,F,O,108,PARKING LOT,,,IC,Invest Cont,420,,,,400 N  VERMONT                      AV,,34.0777,-118.2917
100207121,02/27/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1200,02,Rampart,0261,2,354,THEFT OF IDENTITY,0377,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2200 W  8TH                          ST,,34.0554,-118.2789
100207122,02/26/2010 12:00:00 AM,02/26/2010 12:00:00 AM,2300,02,Rampart,0237,2,624,BATTERY - SIMPLE ASSAULT,0416 0602,22,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,200    UNION                        PL,,34.0622,-118.2653
100207123,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,0945,02,Rampart,0233,2,624,BATTERY - SIMPLE ASSAULT,0444,43,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,200 S  LA FAYETTE PARK              PL,,34.0692,-118.2792
100207124,02/27/2010 12:00:00 AM,02/20/2010 12:00:00 AM,1930,02,Rampart,0265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,53,M,H,102,SIDEWALK,306,ROCK/THROWN OBJECT,IC,Invest Cont,230,,,,ALVARADO                     BL,8TH                          ST,34.0549,-118.2778
100207125,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1430,02,Rampart,0205,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1308,41,F,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,600 N  OCCIDENTAL                   BL,,34.0769,-118.2758
100207127,02/27/2010 12:00:00 AM,02/25/2010 12:00:00 AM,0400,02,Rampart,0215,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 1243 2000,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,300 N  CORONADO                     ST,,34.0721,-118.2735
100207129,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1545,02,Rampart,0266,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0416 0421 0432 1810,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,930,,,,700 S  UNION                        AV,,34.0539,-118.2712
100207130,02/27/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1600,02,Rampart,0203,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0906,39,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,4100    NORMAL                       AV,,34.0867,-118.2845
100207132,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1810,02,Rampart,0256,2,900,VIOLATION OF COURT ORDER,0906,18,M,H,102,SIDEWALK,,,IC,Invest Cont,900,,,,6TH                          ST,BONNIE BRAE,34.0585,-118.2724
100207134,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,0001,02,Rampart,0205,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,29,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,700    PARKMAN                      AV,,34.079,-118.2758
100207135,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1420,02,Rampart,0257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0337 2000,35,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1200    INGRAHAM                     ST,,34.0523,-118.2653
100207136,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1830,02,Rampart,0256,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325,20,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,1600    WILSHIRE                     BL,,34.0554,-118.2702
100207137,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1620,02,Rampart,0236,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,40,M,H,402,MARKET,,,IC,Invest Cont,442,,,,1800 W  3RD                          ST,,34.0613,-118.2689
100207138,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,2350,02,Rampart,0299,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,34,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1400    ALBANY                       ST,,34.0417,-118.275
100207140,02/27/2010 12:00:00 AM,02/27/2010 12:00:00 AM,2230,02,Rampart,0247,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0321 0602 2000 2002,36,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,400 S  BURLINGTON                   AV,,34.0605,-118.2694
100207143,02/28/2010 12:00:00 AM,02/17/2010 12:00:00 AM,1700,02,Rampart,0212,2,813,CHILD ANNOYING (17YRS & UNDER),0432 0513 0509 0444 1258 1820,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,813,,,,500 N  WESTMORELAND                 AV,,34.0798,-118.288
100207144,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0210,02,Rampart,0248,2,860,BATTERY WITH SEXUAL CONTACT,0416 0551 1822,55,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,3RD                          ST,LOMA,34.0599,-118.2655
100207145,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,2330,02,Rampart,0239,1,330,BURGLARY FROM VEHICLE,0344 0358 1609,41,M,W,101,STREET,,,IC,Invest Cont,330,,,,2ND                          ST,BEAUDRY,34.0579,-118.2553
100207146,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0001,02,Rampart,0236,1,330,BURGLARY FROM VEHICLE,0344 0358 1251 1609,19,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,TEMPLE                       ST,UNION,34.0691,-118.2645
100207147,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0330,02,Rampart,0201,1,330,BURGLARY FROM VEHICLE,0344 0358 1609,27,M,H,101,STREET,,,IC,Invest Cont,330,,,,ALEXANDRIA,LILY CREST,34.088,-118.2979
100207152,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1730,02,Rampart,0245,1,350,"THEFT, PERSON",0344 1202,60,M,H,102,SIDEWALK,,,IC,Invest Cont,350,,,,PARK VIEW                    ST,7TH                          ST,34.0582,-118.2805
100207153,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1700,02,Rampart,0295,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417 0906 1414,53,M,H,202,LIQUOR STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,VENICE,BURLINGTON,34.0424,-118.281
100207155,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0500,02,Rampart,0201,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,33,F,H,101,STREET,,,IC,Invest Cont,330,,,,800 N  KENMORE                      AV,,34.0858,-118.297
100207159,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0850,02,Rampart,0233,2,624,BATTERY - SIMPLE ASSAULT,0416 0603 1414,36,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2700    BEVERLY                      BL,,34.0699,-118.2777
100207163,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,1400,02,Rampart,0256,1,210,ROBBERY,0342 0344 0416 0417 1309,30,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,WILSHIRE                     BL,WITMER                       AV,34.0538,-118.2667
100207170,02/28/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2130,02,Rampart,0204,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100,0,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,753,,,,MARATHON                     AV,LUCILLE                      AV,34.0857,-118.2812
100207171,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,2200,02,Rampart,0269,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1601,23,M,W,101,STREET,,,IC,Invest Cont,331,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
100207172,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,0700,02,Rampart,0201,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,22,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,900 N  ALEXANDRIA                   AV,,34.088,-118.2979
100207173,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,2145,02,Rampart,0246,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,28,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,300 S  WESTLAKE                     AV,,34.0625,-118.2714
100207174,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,2000,02,Rampart,0205,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,48,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800 N  BENTON                       WY,,34.0776,-118.2728
100207175,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1730,02,Rampart,0285,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,52,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1600 W  11TH                         PL,,34.047,-118.2755
100207176,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1000,02,Rampart,0269,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,21,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
100207177,02/28/2010 12:00:00 AM,02/27/2010 12:00:00 AM,1300,02,Rampart,0238,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0358 1607,29,F,H,101,STREET,,,IC,Invest Cont,331,,,,400 E  EDGEWARE                     RD,,34.0656,-118.2553
100207178,02/28/2010 12:00:00 AM,02/26/2010 12:00:00 AM,2200,02,Rampart,0202,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1607,25,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,4300    BURNS                        AV,,34.0877,-118.2869
100207180,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,1030,02,Rampart,0246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0411 1402 2000,22,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,998,,,500 S  WESTLAKE                     AV,,34.0598,-118.2731
100207183,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,1440,02,Rampart,0281,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325,23,M,H,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442,,,,2000 W  PICO                         BL,,34.0467,-118.2814
100207185,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0900,02,Rampart,0275,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1243 2000,40,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,900 S  BONNIE BRAE                  ST,,34.0524,-118.2765
100207186,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0900,02,Rampart,0237,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1243 2000,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,200    UNION                        PL,,34.0622,-118.2653
100207191,03/01/2010 12:00:00 AM,02/28/2010 12:00:00 AM,1500,02,Rampart,0279,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,OLYMPIC,ALBANY,34.0478,-118.2711
100207192,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,2105,02,Rampart,0257,2,624,BATTERY - SIMPLE ASSAULT,0416,51,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1300    WILSHIRE                     BL,,34.0538,-118.2667
100207194,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,1900,02,Rampart,0249,2,624,BATTERY - SIMPLE ASSAULT,0319 0443 0432 0444 0906,25,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  BIXEL                        ST,,34.0541,-118.2621
100207196,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,1400,02,Rampart,0235,1,310,BURGLARY,0344,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,200 S  PARK VIEW                    ST,,34.0672,-118.2741
100207197,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0100,02,Rampart,0246,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,33,M,W,707,GARAGE/CARPORT,,,AO,Adult Other,330,,,,300 S  WESTLAKE                     AV,,34.0625,-118.2714
100207198,03/01/2010 12:00:00 AM,02/28/2010 12:00:00 AM,2330,02,Rampart,0247,2,900,VIOLATION OF COURT ORDER,0906,33,M,H,101,STREET,,,AA,Adult Arrest,900,,,,UNION                        ST,6TH                          ST,34.0573,-118.2691
